RELEASE ; FILENAME ; NR ; NAUTH ; ChgSize ; LOCAdded ; Churn ; BUGGYNESS 
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java;28;2;1372;595;42;null
1;hedwig-server/src/test/java/org/apache/hedwig/ServerControl.java;21;2;1274;1148;-1617;YES
1;hedwig-server/src/test/java/org/apache/hedwig/ServerControlDaemon.java;21;2;1274;791;-1197;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java;21;1;1295;154;7;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/BKException.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/DigestManager.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/Main.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/MathUtils.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;0;0;0;0;0;null
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/StringUtils.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/CloseTest.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;0;0;0;0;0;null
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;0;0;0;0;0;null
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java;25;4;2071;702;3;NO
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;48;5;2059;2527;636;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;326;5;5298;12068;4109;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;34;4;1857;695;454;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;26;4;1287;318;121;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;169;4;3337;4441;695;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;78;4;2462;2101;1443;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;95;3;2861;1383;-2905;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;63;2;2604;699;-410;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;27;2;1723;253;139;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;0;0;0;0;0;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;36;2;1496;1097;113;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;49;2;1868;559;492;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;151;3;3851;6269;1805;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;137;4;2772;3890;632;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;64;4;2360;924;578;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;13;1;1215;75;30;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;51;3;2353;244;36;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;30;2;1502;303;149;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;84;3;3286;562;-161;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;37;3;2454;160;8;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;20;2;1930;351;-3;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;207;4;4317;9683;2858;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;129;5;3352;2670;1663;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;79;3;3079;992;321;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;87;3;2899;675;-67;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;31;3;1557;229;108;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;65;3;2548;690;316;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;108;3;2825;2592;1020;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;80;3;2732;581;153;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;19;2;158;243;202;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;23;2;1383;337;113;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;7;1;1197;7;0;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;46;3;804;1020;973;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;68;4;575;946;692;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;109;4;846;2580;2269;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;75;3;1273;1467;456;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;43;3;758;377;-192;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;63;3;829;948;-206;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;31;3;790;420;205;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;19;2;399;742;246;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;29;2;742;1204;766;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;80;4;2701;856;585;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;50;3;1769;1310;1191;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;194;5;4225;3678;1776;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;20;3;1444;595;541;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;86;4;2972;464;-1469;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;172;5;3527;2974;1012;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;8;2;64;20;-137;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;15;2;1920;78;7;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;15;2;1920;78;7;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;42;2;2280;510;-4697;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;73;5;3050;1940;335;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;14;2;1428;35;0;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;15;3;1282;145;81;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;19;3;1282;284;250;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;14;1;1848;77;7;null
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;24;3;1593;348;125;NO
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;22;2;290;1016;773;YES
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java;26;2;475;351;-1461;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;61;3;820;978;773;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;21;2;1043;91;70;null
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;112;3;2845;2822;1940;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java;39;2;1281;108;-785;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;58;3;1321;509;342;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;5;1;230;0;-235;null
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;5;1;230;0;-235;null
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;5;1;230;0;-235;null
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;5;1;230;0;-230;null
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;11;1;296;0;-239;null
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;24;3;903;184;58;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;30;3;1025;508;323;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;21;3;624;36;-33;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;32;2;2596;220;14;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;119;4;3227;1736;-681;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;56;3;2965;415;77;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;70;3;3182;1094;536;YES
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;41;3;915;577;250;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;104;3;3319;4875;2425;YES
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;47;3;2334;206;96;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java;26;3;2364;224;157;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;54;3;2979;209;53;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java;20;2;1386;48;14;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java;11;2;408;82;72;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;48;2;2937;225;-35;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;33;2;1958;555;410;NO
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;31;3;2412;101;21;null
2;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;33;2;2188;82;-163;NO
2;hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java;0;0;0;0;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java;0;0;0;0;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java;14;1;1393;56;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;17;2;1362;168;130;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;40;3;1515;971;796;NO
2;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;28;3;1799;92;37;YES
2;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;40;3;2645;171;54;YES
2;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;25;3;2137;150;90;YES
2;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java;7;1;1197;7;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java;34;2;2087;424;229;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java;30;2;2086;166;130;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java;12;2;1357;57;-10;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;28;3;1515;250;149;NO
2;hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java;7;1;1197;28;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java;0;0;0;0;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java;7;1;1197;14;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java;7;1;1197;7;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java;36;3;2434;459;112;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java;24;2;2183;93;37;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java;31;3;2344;146;7;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java;42;3;2593;179;-563;NO
2;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;76;4;3032;1662;-710;NO
2;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java;31;3;2344;200;12;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java;14;1;1393;35;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java;42;3;2569;113;-602;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;53;2;955;565;-1220;YES
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java;64;4;2726;800;-340;YES
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java;93;3;3139;2508;-719;YES
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java;59;3;2776;436;-1823;NO
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java;42;3;2444;155;51;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java;0;0;0;0;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java;7;1;1197;98;7;null
2;hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java;20;2;1512;124;117;YES
2;hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java;7;1;1197;28;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java;21;2;1883;126;-14;null
2;hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java;0;0;0;0;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/util/Either.java;0;0;0;0;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java;7;1;651;21;7;null
2;hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java;6;1;204;30;30;null
2;hedwig-client/src/main/java/org/apache/hedwig/util/Option.java;0;0;0;0;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java;0;0;0;0;0;null
2;hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java;6;1;204;18;0;null
2;hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java;7;1;1197;7;0;null
2;hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java;5;1;390;5;0;NO
2;hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java;12;1;1587;89;0;NO
2;hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java;5;1;390;10;0;NO
